MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Stories,Size,RealEstateCompany,ElectoralDiv,FullBedrooms,OtherRooms,HouseNumber,NumSum,LotArea
C4625831,M2R3E6,1379000,Single Family,"200 TORRESDALE AVE|Toronto, Ontario M2R3E6",-79.4514729,43.7841667,House,3.0,4 + 1,,50 x 120 FT,WEISS REALTY LTD.,York Centre / York-Centre,4,1,200.0,2.0,6000.0
C4625441,M2N4G4,1998000,Single Family,"165 CHURCH AVE|Toronto, Ontario M2N4G4",-79.40291359999998,43.776126399999995,House,3.0,3,2.0,50 x 127 FT,HOMELIFE FRONTIER REALTY INC.,Willowdale,3,0,165.0,3.0,6350.0
C4625426,M2N1S1,2998888,Single Family,"150 ELMHURST AVE|Toronto, Ontario M2N1S1",-79.4190682,43.7616563,House,6.0,4 + 1,2.0,50 x 117.67 FT,HOMELIFE FRONTIER REALTY INC.,Willowdale,4,1,150.0,6.0,5883.5
C4625040,M2K2K6,1599900,Single Family,"6 SNOWCREST AVE|Toronto, Ontario M2K2K6",-79.38700870000002,43.793051500000004,House,4.0,4 + 2,,53.31 x 120.91 FT,ROYAL LEPAGE NEW CONCEPT,Don Valley North / Don Valley-Nord,4,2,6.0,6.0,6445.7121
E4624190,M1W1A7,2988000,Single Family,"138 FAIRGLEN AVE|Toronto, Ontario M1W1A7",-79.3245931,43.7844225,House,5.0,4,2.0,65.68 x 159.78 FT ; North Side 139.81 Feet,ROYAL LEPAGE YOUR COMMUNITY REALTY,Scarborough--Agincourt,4,0,138.0,3.0,10494.350400000001
C4623836,M2L2L5,5980000,Single Family,"32 TRUMAN RD|Toronto, Ontario M2L2L5",-79.3837537,43.7612038,House,11.0,6 + 1,2.0,71.17 x 150 FT,RE/MAX REALTRON REALTY INC.,Don Valley West / Don Valley-Ouest,6,1,32.0,5.0,10675.5
C4623698,M2R3S2,1299000,Single Family,"116 STILLWATER CRES|Toronto, Ontario M2R3S2",-79.46087390000002,43.7861505,House,4.0,3,2.0,86.81 x 101.13 FT,RIGHT AT HOME REALTY INC.,York Centre / York-Centre,3,0,116.0,8.0,8779.095299999999
C4623694,M2N4K1,3680000,Single Family,"281 DUNFOREST AVE|Toronto, Ontario M2N4K1",-79.396465,43.7793321,House,7.0,4 + 1,2.0,45 x 135.66 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,Willowdale,4,1,281.0,2.0,6104.7
C4623556,M2N3R8,3695000,Single Family,"157 PRINCESS AVE|Toronto, Ontario M2N3R8",-79.404601,43.7699227,House,6.0,5 + 1,2.0,50 x 133 FT,PSR,Willowdale,5,1,157.0,4.0,6650.0
C4623331,M2N4J2,2088000,Single Family,"240 DUNVIEW AVE|Toronto, Ontario M2N4J2",-79.39910379999998,43.7782846,House,2.0,3,1.0,46 x 135.66 FT ; Earl Heig District,RE/MAX REALTRON BARRY COHEN HOMES INC.,Willowdale,3,0,240.0,6.0,6240.36
C4623323,M2M1Z9,1490000,Single Family,"53 BOWERBANK DR|Toronto, Ontario M2M1Z9",-79.41128520000002,43.7838972,House,3.0,3 + 1,,50 x 120 FT,ROYAL LEPAGE PARTNERS REALTY,Willowdale,3,1,53.0,8.0,6000.0
C4623145,M2L2W6,2188888,Single Family,"147 MOSSGROVE TR|Toronto, Ontario M2L2W6",-79.36868709999997,43.7539287,House,3.0,4,2.0,55 x 117 FT,RE/MAX EXCEL REALTY LTD.,Don Valley West / Don Valley-Ouest,4,0,147.0,3.0,6435.0
C4622959,,1999000,Single Family,"238 COMBE AVE|Toronto, Ontario",-79.4640382,43.7580003,House,5.0,5 + 2,2.0,52 x 115 FT,HOMELIFE/GTA REALTY INC.,York Centre / York-Centre,5,2,238.0,4.0,5980.0
C4622881,M2N2B6,3188000,Single Family,"230 HOUNSLOW AVE|Toronto, Ontario M2N2B6",-79.42539959999998,43.7734176,House,7.0,4 + 2,2.0,56 x 131 FT ; One Of Kind Land-56Ft:Landscaped:Pri Yd,FOREST HILL REAL ESTATE INC.,Willowdale,4,2,230.0,5.0,7336.0
C4622816,M2R1M2,2525000,Single Family,"193 FINCH AVE W|Toronto, Ontario M2R1M2",-79.4321702,43.7758241,House,3.0,6 + 2,1.5,50 x 142.34 FT,CENTURY 21 ATRIA REALTY INC.,Willowdale,6,2,193.0,4.0,7117.0
C4622748,M2R1M8,2999000,Single Family,"273 FINCH AVE W|Toronto, Ontario M2R1M8",-79.4398641,43.7741848,House,4.0,3 + 5,1.0,65.27 x 116.15 FT,HOMELIFE FRONTIER REALTY INC.,Willowdale,3,5,273.0,3.0,7581.1105
C4622727,M2J2C7,2400000,Single Family,|,-79.3605883010938,43.778366583311005,House,7.0,5 + 2,2.0,50 x 120 M,HOMELIFE/BAYVIEW REALTY INC.,Don Valley North / Don Valley-Nord,5,2,,,6000.0
C4622695,M3A3H2,2998000,Single Family,"12 SPINNEY CRT|Toronto, Ontario M3A3H2",-79.3396213,43.7567458,House,3.0,4,2.0,134.15 x 191 FT ; Approx 1/2 Act. Rear 258 Feet,ROYAL LEPAGE REAL ESTATE SERVICES KATY TORABI,Don Valley East / Don Valley-Est,4,0,12.0,3.0,25622.65
N4622121,L4J8E2,1899000,Single Family,"2 THEODORE PL|Vaughan, Ontario L4J8E2",-79.4356433,43.8016596,House,4.0,5 + 1,2.5,23.65 x 25.5 M ; *Highly Irregular*As Per Survey Attached,RE/MAX REALTRON REALTY INC.,Thornhill,5,1,2.0,2.0,603.0749999999999
C4622214,M2N4L5,3688000,Single Family,"352 BYNG AVE|Toronto, Ontario M2N4L5",-79.3920668,43.782063799999996,House,6.0,4 + 1,2.0,50 x 146 FT,RIGHT AT HOME REALTY INC.,Willowdale,4,1,352.0,1.0,7300.0
C4622152,M2M2J1,3188000,Single Family,"380 RUTH AVE|Toronto, Ontario M2M2J1",-79.4004818,43.793009999999995,House,6.0,4 + 1,2.0,42 x 232 FT,HOMELIFE NEW WORLD REALTY INC.,Willowdale,4,1,380.0,2.0,9744.0
C4621380,M2N3P7,2450000,Single Family,"337 HILLCREST AVE|Toronto, Ontario M2N3P7",-79.3947437,43.7712224,House,2.0,3 + 1,1.0,50 x 131.54 FT,RIGHT AT HOME REALTY INC.,Willowdale,3,1,337.0,4.0,6577.0
C4621294,M2R2H5,2499888,Single Family,"12 DROMORE CRES|Toronto, Ontario M2R2H5",-79.44105040000002,43.7761336,House,7.0,4 + 1,2.0,63 x 125 FT,CENTURY 21 INNOVATIVE REALTY INC.,Willowdale,4,1,12.0,3.0,7875.0
C4621271,M2M4C9,2160000,Single Family,"36 GARNIER CRT|Toronto, Ontario M2M4C9",-79.3874684,43.8010271,House,4.0,4 + 3,2.0,60 x 125 FT ; Large Lt-Landscapted/Quiet Private Bcky,FOREST HILL REAL ESTATE INC.,Don Valley North / Don Valley-Nord,4,3,36.0,9.0,7500.0
C4621244,M3H1J3,4499900,Single Family,"47 TIMBERLANE DR|Toronto, Ontario M3H1J3",-79.43025779999998,43.748585,House,9.0,7 + 2,2.0,70 x 290 FT,RE/MAX REALTRON DAVID SOBERANO GROUP,York Centre / York-Centre,7,2,47.0,2.0,20300.0
C4621005,M2P1W7,3380000,Single Family,"42 FAIRMEADOW AVE|Toronto, Ontario M2P1W7",-79.39877390000002,43.75615379999999,House,6.0,4 + 1,2.0,60 x 125 FT,RE/MAX REALTRON REALTY INC.,Don Valley West / Don Valley-Ouest,4,1,42.0,6.0,7500.0
C4620584,M3H4B5,1599000,Single Family,"189 SEARLE AVE|Toronto, Ontario M3H4B5",-79.4541713,43.75717570000001,House,3.0,4 + 3,1.0,47.29 x 115 FT,RE/MAX REALTRON DAVID SOBERANO GROUP,York Centre / York-Centre,4,3,189.0,9.0,5438.349999999999
C4620494,M2M1R1,2749000,Single Family,"18 GREENVIEW AVE|Toronto, Ontario M2M1R1",-79.41902420000002,43.7799604,House,6.0,4 + 1,2.0,50 x 114 FT ; Conveniently Located:Decked-Fenced,FOREST HILL REAL ESTATE INC.,Willowdale,4,1,18.0,9.0,5700.0
C4620253,M2K1L8,2288000,Single Family,"23 MOREWOOD CRES|Toronto, Ontario M2K1L8",-79.381068,43.772357,House,3.0,4,,61 x 123.14 FT,PURPLEBRICKS,Don Valley North / Don Valley-Nord,4,0,23.0,5.0,7511.54
C4619854,M2N4M2,2598000,Single Family,"84 HOLMES AVE|Toronto, Ontario M2N4M2",-79.4090695,43.7790933,House,6.0,4 + 1,2.0,30.22 x 160.61 FT,RE/MAX CROSSROADS REALTY INC.,Willowdale,4,1,84.0,3.0,4853.6342
C4619797,M2J2R3,3180000,Single Family,"34 ALLVIEW CRES|Toronto, Ontario M2J2R3",-79.369897,43.7853855,House,6.0,4 + 1,2.0,55 x 110 FT,RE/MAX EXCEL REALTY LTD.,Don Valley North / Don Valley-Nord,4,1,34.0,7.0,6050.0
C4619356,M2N3C7,3599000,Single Family,"341 MAPLEHURST AVE|Toronto, Ontario M2N3C7",-79.39509059999997,43.765677000000004,House,6.0,4 + 1,2.0,60.17 x 120.5 FT ; Irregular Lot,HOMELIFE/LEADER INC.,Willowdale,4,1,341.0,8.0,7250.485000000001
C4619261,M2M2P2,2888000,Single Family,"205 NEWTON DR|Toronto, Ontario M2M2P2",-79.40218229999998,43.79469270000001,House,7.0,4 + 1,2.0,49.15 x 210.46 FT ; See Survy.Gorgeous Deep Ravine South Lot,SOLTANIAN REAL ESTATE INC.,Willowdale,4,1,205.0,7.0,10344.109
C4618913,M2N4E4,3488000,Single Family,"279 MCKEE AVE|Toronto, Ontario M2N4E4",-79.3962175,43.7765728,House,6.0,5 + 2,2.0,"50 x 150 FT ; Regular South Lot!Fencd,Deckd,Gatd Bkyrd",RE/MAX REALTRON BIJAN BARATI REAL ESTATE,Willowdale,5,2,279.0,9.0,7500.0
C4618487,M2M4B4,3169000,Single Family,"20 CARMEL CRT|Toronto, Ontario M2M4B4",-79.3798828,43.802586100000006,House,7.0,4 + 1,2.0,39.59 x 123.53 FT ; Pie Shaped Irregular,RE/MAX EMPIRE REALTY,Don Valley North / Don Valley-Nord,4,1,20.0,2.0,4890.5527
C4617757,M2P1M4,3465000,Single Family,"75 YORKMINSTER RD|Toronto, Ontario M2P1M4",-79.3996446,43.755057,House,8.0,4 + 1,2.0,60 x 125 FT,RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley West / Don Valley-Ouest,4,1,75.0,3.0,7500.0
C4617583,M2R1G6,1998800,Single Family,"314 HORSHAM AVE|Toronto, Ontario M2R1G6",-79.4315108,43.7710285,House,5.0,4 + 1,2.0,33 x 132 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,Willowdale,4,1,314.0,8.0,4356.0
C4617465,M3B3E7,1979000,Single Family,"50 CHIPSTEAD RD|Toronto, Ontario M3B3E7",-79.37031309999998,43.7504348,House,4.0,4 + 1,2.0,55 x 120 FT,SUTTON GROUP OLD MILL REALTY INC.,Don Valley West / Don Valley-Ouest,4,1,50.0,5.0,6600.0
C4617359,M2K2J4,1488000,Single Family,"53 SAWLEY DR|Toronto, Ontario M2K2J4",-79.382874,43.7902245,House,4.0,4 + 2,,50 x 156.77 FT,RE/MAX EXCEL REALTY LTD.,Don Valley North / Don Valley-Nord,4,2,53.0,8.0,7838.500000000001
C4616772,M2J2Y7,1498000,Single Family,"5 TRUDY RD|Toronto, Ontario M2J2Y7",-79.3614059,43.78921029999999,House,4.0,4 + 1,2.0,52.03 x 120 FT ; As Per Survey,RE/MAX CROSSROADS REALTY INC.,Don Valley North / Don Valley-Nord,4,1,5.0,5.0,6243.6
C4616456,M2P1G7,3749000,Single Family,"176 OWEN BLVD|Toronto, Ontario M2P1G7",-79.3880177,43.750596,House,7.0,5 + 1,2.0,60 x 190.83 FT,BOSLEY REAL ESTATE LTD.,Don Valley West / Don Valley-Ouest,5,1,176.0,5.0,11449.800000000001
C4616016,M3A3C4,1280000,Single Family,"15 GROVELAND CRES|Toronto, Ontario M3A3C4",-79.3343657,43.7505572,House,3.0,3 + 2,1.0,65 x 110 FT,HOMELIFE LANDMARK REALTY INC.,Don Valley East / Don Valley-Est,3,2,15.0,6.0,7150.0
C4615683,M2R2E4,2199900,Single Family,"9 CALDERON CRES|Toronto, Ontario M2R2E4",-79.433577,43.7789877,House,7.0,5 + 3,2.0,61 x 125 FT,CENTURY 21 LEGACY LTD.,Willowdale,5,3,9.0,9.0,7625.0
C4615466,M2M3B3,2998000,Single Family,"27 TOBRUK CRES|Toronto, Ontario M2M3B3",-79.41343590000002,43.7906613,House,6.0,4 + 2,2.0,57.51 x 115 FT,HOMELIFE FRONTIER REALTY INC.,Willowdale,4,2,27.0,9.0,6613.65
C4615058,M2R1L7,2290000,Single Family,"102 BEVDALE RD|Toronto, Ontario M2R1L7",-79.43487809999998,43.7738651,House,5.0,4,2.0,50.33 x 150 FT,ROYAL LEPAGE SUPREME REALTY,Willowdale,4,0,102.0,3.0,7549.5
C4614681,M2M1Y2,1999000,Single Family,"67 PEMBERTON AVE|Toronto, Ontario M2M1Y2",-79.4109334,43.7814978,House,4.0,7 + 3,2.0,50 x 135 FT,HOMELIFE FRONTIER REALTY INC.,Willowdale,7,3,67.0,4.0,6750.0
C4614663,M2R1B6,2650000,Single Family,"339 ELLERSLIE AVE|Toronto, Ontario M2R1B6",-79.431159,43.7674448,House,7.0,4 + 1,2.0,50 x 125 FT,RE/MAX CENTRAL REALTY,Willowdale,4,1,339.0,6.0,6250.0
C4614644,M2R1A2,2990000,Single Family,"188 PARK HOME AVE|Toronto, Ontario M2R1A2",-79.42658670000002,43.7665007,House,7.0,4 + 1,2.0,50 x 135 FT ; * Of Toronto,HOMELIFE GOLCONDA REALTY INC.,Willowdale,4,1,188.0,8.0,6750.0
C4614379,M2L2E6,2898000,Single Family,"19 MAGPIE CRES|Toronto, Ontario M2L2E6",-79.36578349999998,43.755802100000004,House,4.0,4 + 1,2.0,44.73 x 158.04 FT ; Per Mpac Premium Pie Shaped Lot See Surv,FOREST HILL REAL ESTATE INC.,Don Valley West / Don Valley-Ouest,4,1,19.0,1.0,7069.129199999999
C4614309,M2R2L2,2599000,Single Family,"99 CAINES AVE|Toronto, Ontario M2R2L2",-79.4364785,43.7838805,House,6.0,4 + 2,2.0,61 x 135 FT,SUTTON GROUP-ADMIRAL REALTY INC.,Willowdale,4,2,99.0,9.0,8235.0
C4614220,M2M3P8,1688000,Single Family,"16 RUBICON CRT|Toronto, Ontario M2M3P8",-79.3961571,43.79693870000001,House,4.0,4 + 1,2.0,40.27 x 137.75 FT,HOMELIFE/VISION REALTY INC.,Willowdale,4,1,16.0,7.0,5547.1925
C4614185,M2K2C6,1750000,Single Family,"19 BRUCEDALE CRES|Toronto, Ontario M2K2C6",-79.3876981,43.784919099999996,House,3.0,4 + 1,,94.46 x 125.39 FT ; Irregular,ROYAL LEPAGE SIGNATURE WALKER REALTY,Don Valley North / Don Valley-Nord,4,1,19.0,1.0,11844.339399999999
C4614157,M2L2L9,3000000,Single Family,"65 NORTHDALE RD|Toronto, Ontario M2L2L9",-79.38222859999998,43.7631121,House,6.0,6,2.0,70.01 x 300 FT,HARVEY KALLES REAL ESTATE LTD.,Don Valley West / Don Valley-Ouest,6,0,65.0,2.0,21003.0
C4614013,M2N5H6,2099000,Single Family,|,-79.3945738,43.779672999999995,House,2.0,3,1.0,60 x 117.58 FT,RIGHT AT HOME REALTY INC.,Willowdale,3,0,,,7054.8
C4613479,M2M1E1,1790000,Single Family,"97 DREWRY AVE|Toronto, Ontario M2M1E1",-79.4219761,43.7859852,House,5.0,4 + 1,2.0,37 x 146 FT,ROYAL LEPAGE NEW CONCEPT,Willowdale,4,1,97.0,7.0,5402.0
C4613328,M2P1R6,2690000,Single Family,"251 OLD YONGE ST|Toronto, Ontario M2P1R6",-79.4060082,43.7516318,House,4.0,5,2.0,75.69 x 148 FT ; Irreg. 130.25 Depth,RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley West / Don Valley-Ouest,5,0,251.0,8.0,11202.119999999999
C4613287,M2L2R9,2480000,Single Family,"8 DUNLACE DR|Toronto, Ontario M2L2R9",-79.3717446,43.7623721,House,3.0,4 + 1,2.0,55.25 x 132.41 FT,RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley West / Don Valley-Ouest,4,1,8.0,8.0,7315.6525
C4612762,M2M1J7,2658800,Single Family,"249 PATRICIA AVE|Toronto, Ontario M2M1J7",-79.43107109999998,43.787148200000004,House,6.0,4 + 1,2.0,50 x 132 FT,RE/MAX REALTRON REALTY INC.,Willowdale,4,1,249.0,6.0,6600.0
C4612707,M2N2R9,3150000,Single Family,"47 YORKVIEW DR|Toronto, Ontario M2N2R9",-79.4285212,43.773227899999995,House,7.0,4 + 1,2.0,50 x 156.89 FT ; Per Survey,ROYAL LEPAGE SIGNATURE REALTY,Willowdale,4,1,47.0,2.0,7844.499999999999
C4612461,M2N3K3,3480000,Single Family,"102 HOLLYWOOD AVE|Toronto, Ontario M2N3K3",-79.406492,43.767140399999995,House,5.0,5 + 1,2.0,50 x 130 FT,MAPLE LIFE REALTY INC.,Willowdale,5,1,102.0,3.0,6500.0
C4612048,M2N2A3,3889000,Single Family,"151 HORSHAM AVE|Toronto, Ontario M2N2A3",-79.42223390000002,43.7727525,House,7.0,4 + 2,2.0,50 x 131.91 FT,YOUNG REALTY INC.,Willowdale,4,2,151.0,7.0,6595.5
C4611911,M2K1L1,2199800,Single Family,"7 FOXWARREN DR|Toronto, Ontario M2K1L1",-79.3880643,43.7708542,House,4.0,6,1.0,75 x 121 FT ; Irreg Lot: 75 X 121,TORONTO REAL ESTATE CENTRE,Don Valley North / Don Valley-Nord,6,0,7.0,7.0,9075.0
C4611302,M2L2B1,5500000,Single Family,"1 VERNHAM AVE|Toronto, Ontario M2L2B1",-79.3769439,43.755184299999996,House,8.0,5 + 2,2.0,82 x 151.5 FT,ROYAL LEPAGE REAL ESTATE SERVICES KATY TORABI,Don Valley West / Don Valley-Ouest,5,2,1.0,1.0,12423.0
C4611279,M2R2C5,1895000,Single Family,"3 LANBROOKE AVE|Toronto, Ontario M2R2C5",-79.43577509999999,43.7759381,House,4.0,4,2.0,64.99 x 117 FT,ALAN NEWTON REAL ESTATE LTD.,Willowdale,4,0,3.0,3.0,7603.829999999999
C4610971,M2N1V8,1895000,Single Family,"178 BURNETT AVE|Toronto, Ontario M2N1V8",-79.4199265,43.763016799999995,House,5.0,4,2.0,50 x 114.29 FT,FOREST HILL REAL ESTATE INC.,Willowdale,4,0,178.0,7.0,5714.5
C4610955,M2R3S7,1159000,Single Family,"333 HIDDEN  TR|Toronto, Ontario M2R3S7",-79.4555778,43.7817198,House,3.0,4,2.0,52 x 118 FT,ALAN NEWTON REAL ESTATE LTD.,York Centre / York-Centre,4,0,333.0,9.0,6136.0
C4610816,M2M1H9,1399000,Single Family,"39 PATRICIA AVE|Toronto, Ontario M2M1H9",-79.4202993,43.78958220000001,House,3.0,3 + 1,2.0,50 x 132 FT,AIMHOME REALTY INC.,Willowdale,3,1,39.0,3.0,6600.0
C4610557,M2K2M5,1988888,Single Family,"609 CUMMER AVE|Toronto, Ontario M2K2M5",-79.38346779999998,43.794365,House,4.0,4 + 1,,53 x 113.5 FT,RIGHT AT HOME REALTY INC.,Don Valley North / Don Valley-Nord,4,1,609.0,6.0,6015.5
C4610520,M2P1R3,7998000,Single Family,"207 OLD YONGE ST|Toronto, Ontario M2P1R3",-79.40252,43.7490489,House,9.0,5 + 1,2.0,77 x 192 FT ; *Of Toronto,FOREST HILL REAL ESTATE INC.,Don Valley West / Don Valley-Ouest,5,1,207.0,9.0,14784.0
C4610030,M2N1P7,2488000,Single Family,"212 HARLANDALE AVE|Toronto, Ontario M2N1P7",-79.4218356,43.760124,House,5.0,4 + 2,2.0,45 x 117.06 FT,RE/MAX REALTRON ELI BAKHTIARI TEAM REALTY,Willowdale,4,2,212.0,5.0,5267.7
C4609828,M2N2A2,2689000,Single Family,"134 HORSHAM AVE|Toronto, Ontario M2N2A2",-79.4214865,43.7733115,House,5.0,4 + 2,2.0,40 x 132 FT,HOMELIFE FRONTIER REALTY INC.,Willowdale,4,2,134.0,8.0,5280.0
C4609746,M2M1Z9,2980000,Single Family,"17 BOWERBANK DR|Toronto, Ontario M2M1Z9",-79.4097901,43.7853844,House,7.0,4 + 2,2.0,50 x 120 FT,HOMELIFE/BAYVIEW REALTY INC.,Willowdale,4,2,17.0,8.0,6000.0
C4609732,M2P1R3,7999000,Single Family,"215 OLD YONGE ST|Toronto, Ontario M2P1R3",-79.4026155,43.749474,House,8.0,5 + 1,2.0,77 x 166 FT,RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley West / Don Valley-Ouest,5,1,215.0,8.0,12782.0
C4609299,M2N4H9,2750000,Single Family,"225 DUNVIEW AVE|Toronto, Ontario M2N4H9",-79.3999561,43.77758239999999,House,5.0,5 + 1,2.0,62.55 x 135 FT,HOMELIFE GOLD PACIFIC REALTY INC.,Willowdale,5,1,225.0,9.0,8444.25
C4608622,M2N2S7,1926800,Single Family,"3 MADELINE RD|Toronto, Ontario M2N2S7",-79.4211476,43.7780154,House,5.0,4,3.0,32.15 x 100 FT ; Fully-Fenced Mature E-Facing Treed Lot,SUTTON GROUP-ADMIRAL REALTY INC.,Willowdale,4,0,3.0,3.0,3215.0
C4608288,M2L2G5,6780000,Single Family,"6 FIFESHIRE RD|Toronto, Ontario M2L2G5",-79.3866348,43.7543523,House,9.0,5 + 2,2.0,100 x 206.42 FT,ROYAL LEPAGE REAL ESTATE SERVICES KATY TORABI,Don Valley West / Don Valley-Ouest,5,2,6.0,6.0,20642.0
C4608274,M2L2X1,3080000,Single Family,"146 BANNATYNE DR|Toronto, Ontario M2L2X1",-79.3645224,43.7579065,House,4.0,4 + 1,2.0,81.73 x 120.8 FT,ROYAL LEPAGE REAL ESTATE SERVICES KATY TORABI,Don Valley West / Don Valley-Ouest,4,1,146.0,2.0,9872.984
C4607831,M2H2W6,977777,Single Family,"361 APACHE TR|Toronto, Ontario M2H2W6",-79.3393992,43.8002369,House,3.0,4 + 1,,30 x 120 FT,ROYAL LEPAGE REAL ESTATE PROFESSIONALS,Don Valley North / Don Valley-Nord,4,1,361.0,1.0,3600.0
C4607664,M2N3K8,2680000,Single Family,"255 HOLLYWOOD AVE|Toronto, Ontario M2N3K8",-79.3980374,43.768496,House,6.0,4 + 2,2.0,50 x 129 FT,RE/MAX REALTRON COMMERCIAL REALTY CORP.,Willowdale,4,2,255.0,3.0,6450.0
C4607496,M2N1J3,1699000,Single Family,"93 POYNTZ AVE|Toronto, Ontario M2N1J3",-79.41482099999998,43.75878839999999,House,5.0,3 + 2,1.0,37.5 x 110 FT,TRADEWORLD REALTY INC,Willowdale,3,2,93.0,3.0,4125.0
C4607140,M2N4J3,2480000,Single Family,"259 DUNVIEW AVE|Toronto, Ontario M2N4J3",-79.39763990000002,43.7782246,House,7.0,4 + 2,2.0,50 x 130 FT ; Excellent South Lot Decked & Fenced!,RIFO REALTY INC.,Willowdale,4,2,259.0,7.0,6500.0
C4607095,M2L1Y2,4499000,Single Family,"11 HONEYWELL PL|Toronto, Ontario M2L1Y2",-79.37801329999998,43.752805,House,9.0,6 + 3,2.0,50 x 190 FT ; Diamond-Shaped 19095.18Sf:Irregular,FOREST HILL REAL ESTATE INC.,Don Valley West / Don Valley-Ouest,6,3,11.0,2.0,9500.0
C4607002,M2P1L2,3780000,Single Family,"243 LORD SEATON RD|Toronto, Ontario M2P1L2",-79.3959993,43.75920670000001,House,6.0,4 + 1,2.0,60 x 150 FT,RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley West / Don Valley-Ouest,4,1,243.0,9.0,9000.0
C4606958,M3B2A8,3500000,Single Family,"7 VERSAILLES CRT|Toronto, Ontario M3B2A8",-79.3754619,43.7490881,House,7.0,4 + 1,2.0,145.54 x 104 FT ; Southern Depth 79',RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley West / Don Valley-Ouest,4,1,7.0,7.0,15136.16
C4606932,M2M3J9,1488000,Single Family,"24 MAXOME AVE|Toronto, Ontario M2M3J9",-79.4001153,43.7846653,House,3.0,3 + 1,1.0,"52.25 x 152 FT ; **Amazing 52'X152' Lot, See Survey**",SOLTANIAN REAL ESTATE INC.,Willowdale,3,1,24.0,6.0,7942.0
C4606378,M2L2B3,6450000,Single Family,"15 VERNHAM CRT|Toronto, Ontario M2L2B3",-79.3753542,43.7570666,House,9.0,5 + 1,2.0,62 x 141.97 FT ; Pies Out To 101' + 75',RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley West / Don Valley-Ouest,5,1,15.0,6.0,8802.14
C4606375,M2N3X5,2980000,Single Family,"269 KINGSDALE AVE|Toronto, Ontario M2N3X5",-79.3974752,43.7733402,House,6.0,5 + 1,2.0,50 x 122 FT ; Regular South Exposure Backyard,FOREST HILL REAL ESTATE INC.,Willowdale,5,1,269.0,8.0,6100.0
C4606093,M2R3R7,1398800,Single Family,"501 HIDDEN TR|Toronto, Ontario M2R3R7",-79.458179,43.7836495,House,4.0,4 + 1,2.0,154 x 80.52 FT ; Irregular,BAY STREET GROUP INC.,York Centre / York-Centre,4,1,501.0,6.0,12400.08
N4605795,L4J6R9,1197999,Single Family,"89 RAMBLEWOOD LANE|Vaughan, Ontario L4J6R9",-79.4539296,43.798852000000004,House,4.0,3 + 2,2.0,20.05 x 84.03 FT ; Irregular-104.21*20.09*139.98*84.03,RE/MAX HALLMARK REALTY LTD.,Thornhill,3,2,89.0,8.0,1684.8015
C4605935,M2J2E7,1288000,Single Family,"93 GLENTWORTH RD|Toronto, Ontario M2J2E7",-79.358986,43.7792227,House,2.0,3,1.0,41.42 x 114.21 FT ; Backs Onto Park   (Rear 79.39 Ft ),NEW ERA REALTY RESOLUTIONS INC.,Don Valley North / Don Valley-Nord,3,0,93.0,3.0,4730.5782
C4504636,M2L2S8,1045000,Single Family,"69 NORTHEY DR|Toronto, Ontario M2L2S8",-79.3673673,43.7637926,House,2.0,3,1.0,28.96 x 159.67 FT ; East 154.31,ROYAL LEPAGE RCR REALTY,Don Valley West / Don Valley-Ouest,3,0,69.0,6.0,4624.0432
C4604822,M2N1H6,2390000,Single Family,"288 JOHNSTON AVE|Toronto, Ontario M2N1H6",-79.4242125,43.756254,House,5.0,4,2.0,50 x 130 FT,BAY STREET GROUP INC.,Willowdale,4,0,288.0,9.0,6500.0
C4604483,M2R2Y3,1399000,Single Family,"9 ROBSON PL|Toronto, Ontario M2R2Y3",-79.4416658,43.779963099999996,House,3.0,4 + 2,1.0,60 x 129.3 FT ; As Per Geowarehouse,RE/MAX HALLMARK YORK GROUP REALTY LTD.,Willowdale,4,2,9.0,9.0,7758.000000000001
C4604421,M3H3W1,1079000,Single Family,"84 CODSELL AVE|Toronto, Ontario M3H3W1",-79.4450066,43.7572665,House,2.0,2 + 1,1.0,"50.75 x 159.23 FT ; Irregular: 170 West, 148 East, 44 North",HARVEY KALLES REAL ESTATE LTD.,York Centre / York-Centre,2,1,84.0,3.0,8080.9225
C4604396,M2P1S8,2299000,Single Family,"176 UPPER CANADA DR|Toronto, Ontario M2P1S8",-79.3961571,43.76003400000001,House,6.0,5 + 1,2.0,55.77 x 152 FT ; Back Of Lot 80.91 Feet Wide,ENGEL & VOLKERS TORONTO CENTRAL,Don Valley West / Don Valley-Ouest,5,1,176.0,5.0,8477.04
C4604329,M2N4A6,2986000,Single Family,"142 NORTON AVE|Toronto, Ontario M2N4A6",-79.40454820000002,43.774195299999995,House,5.0,4 + 1,2.0,42.29 x 104.55 FT,RE/MAX REALTRON REALTY INC.,Willowdale,4,1,142.0,7.0,4421.4195
