MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Stories,Size,RealEstateCompany,FullBedrooms,OtherRooms,LotArea,ElectoralDiv
224073,M1T1P7,1150000.0,Single Family,"48 BRIDLEWOOD BOULEVARD|Toronto, Ontario M1T1P7",-79.31545200000002,43.780156,House,0.0,0,2.0,under 1/2 acre,"CENTURY 21 ALL-PRO REALTY (1993) LTD., BROKERAGE - COBOURG",0.0,0,21780.0,Scarborough--Agincourt
30767523,M3K1B4,899900.0,Single Family,"70 Anthony Road|Toronto, Ontario M3K1B4",-79.464579,43.729726,House,4.0,3,,under 1/2 acre,KELLER WILLIAMS REAL ESTATE ASSOCIATES,3.0,0,21780.0,York Centre / York-Centre
E4589533,M1K2T4,699900.0,Single Family,"28 RANSTONE GDNS|Toronto, Ontario M1K2T4",-79.2786985,43.73947929999999,House,2.0,2 + 2,1.0,40.49 x 155 FT,RIGHT AT HOME REALTY INC.,2.0,2,6275.950000000002,Scarborough Centre / Scarborough-Centre
E4589441,M1E3L9,799900.0,Single Family,"53 RAVENVIEW  DR|Toronto, Ontario M1E3L9",-79.1621243,43.7699901,House,3.0,3,1.0,43 x 117 FT,ROYAL STAR REALTY INC.,3.0,0,5031.0,Scarborough--Rouge Park
E4589413,M1M1J9,2283000.0,Single Family,"125 SYLVAN AVE|Toronto, Ontario M1M1J9",-79.20833590000002,43.734887799999996,House,2.0,3,1.0,92.92 x 420 FT,SUTTON GROUP-ASSOCIATES REALTY INC.,3.0,0,39026.4,Scarborough--Guildwood
E4589380,M1H1S2,799999.0,Single Family,"56 ROCHMAN BLVD|Toronto, Ontario M1H1S2",-79.2315239,43.7616766,House,2.0,3 + 1,1.0,45 x 111.25 FT,CENTURY 21 PARKLAND LTD.,3.0,1,5006.25,Scarborough--Guildwood
E4589333,M1G1C4,845000.0,Single Family,"10 WILLSTEVEN DR|Toronto, Ontario M1G1C4",-79.2205968,43.7559044,House,2.0,4,,40.75 x 112 FT,HOMELIFE TODAY REALTY LTD.,4.0,0,4564.0,Scarborough--Guildwood
C4589385,M5M1V3,2650000.0,Single Family,"509 FAIRLAWN AVE|Toronto, Ontario M5M1V3",-79.4254693,43.7260555,House,4.0,4 + 1,2.0,40.11 x 115.2 FT,HARVEY KALLES REAL ESTATE LTD.,4.0,1,4620.672000000001,Eglinton--Lawrence
N4588931,L4J7V9,1399000.0,Single Family,"60 PALMERSTON DR|Vaughan, Ontario L4J7V9",-79.4620632,43.8180536,House,5.0,5 + 1,2.0,47.9 x 104.99 FT,FOREST HILL REAL ESTATE INC.,5.0,1,5029.021,Thornhill
E4589222,M1H2J9,799900.0,Single Family,"142 AMBERJACK BLVD|Toronto, Ontario M1H2J9",-79.2397625,43.7728859,House,2.0,3 + 3,1.0,50 x 110 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,3.0,3,5500.0,Scarborough--Guildwood
E4589136,M1W2K7,729900.0,Single Family,"319 CHESTER LE BLVD|Toronto, Ontario M1W2K7",-79.3320833,43.8012223,House,3.0,4 + 1,2.0,32.85 x 129.09 FT,FIRST CLASS REALTY INC.,4.0,1,4240.6065,Scarborough--Agincourt
E4589114,M1S1A6,2188000.0,Single Family,"1 GORDON AVE|Toronto, Ontario M1S1A6",-79.2858983,43.78237470000001,House,7.0,4 + 1,2.0,50 x 162 FT,MASTER'S CHOICE REALTY INC.,4.0,1,8100.0,Scarborough--Agincourt
E4589097,M1C1E3,899000.0,Single Family,"110 WATSON ST|Toronto, Ontario M1C1E3",-79.17562590000001,43.7892534,House,3.0,4 + 1,2.0,39 x 142.3 FT,RE/MAX REALTRON ROBERT KROLL REALTY,4.0,1,5549.700000000002,Scarborough--Rouge Park
E4589072,M1S1B9,1488000.0,Single Family,"11 MARILYN AVE|Toronto, Ontario M1S1B9",-79.28816590000002,43.7873777,House,2.0,3 + 1,2.0,80.62 x 231 FT,BAY STREET GROUP INC.,3.0,1,18623.22,Scarborough--Agincourt
E4589024,M1V2C9,928000.0,Single Family,"46 BRETTON CRT|Toronto, Ontario M1V2C9",-79.28794570000002,43.8205761,House,2.0,3 + 3,,43.32 x 154.33 FT ; E 53.69 X N 164.22,REAL ONE REALTY INC.,3.0,3,6685.575600000001,Scarborough North / Scarborough-Nord
E4588973,M1B4S3,735000.0,Single Family,"59 HORSESHOE CRES|Toronto, Ontario M1B4S3",-79.2216653,43.8127133,House,3.0,3 + 2,2.0,26.24 x 104.98 FT,ROYAL LEPAGE TERREQUITY REALTY,3.0,2,2754.6752,Scarborough--Rouge Park
C4589262,M2K2A7,2650000.0,Single Family,"9 VIAMEDE CRES|Toronto, Ontario M2K2A7",-79.37917900000002,43.781744700000004,House,3.0,3 + 2,1.0,85.24 x 147 FT ; Lot Depth: 139.3 South X 154.8 North,MY MOVE REALTY,3.0,2,12530.28,Don Valley North / Don Valley-Nord
C4589259,M2M1S1,890000.0,Single Family,"75 TALBOT RD|Toronto, Ontario M2M1S1",-79.42369520000003,43.78139,House,2.0,2 + 1,1.5,45 x 130 FT,HOMELIFE NEW WORLD CONDOMAX REALTY INC.,2.0,1,5850.0,Willowdale
C4589249,M2N2E3,1699000.0,Single Family,"73 LORRAINE DR|Toronto, Ontario M2N2E3",-79.422146,43.7765166,House,2.0,4 + 1,1.5,59 x 129 FT,HOMELIFE NEW WORLD REALTY INC.,4.0,1,7611.0,Willowdale
C4589209,M2M1Z9,1098000.0,Single Family,"7 BOWERBANK DR|Toronto, Ontario M2M1Z9",-79.41013149999998,43.78586129999999,House,2.0,3 + 1,1.0,50 x 120 FT ; Beautiful Lot W/O Big Trees Obstructions,RE/MAX REALTRON REALTY INC.,3.0,1,6000.0,Willowdale
C4589201,M2N2W1,1599000.0,Single Family,"90 GLENDORA AVE|Toronto, Ontario M2N2W1",-79.4053785,43.7603227,House,2.0,2 + 1,2.0,"50 x 118 FT ; Regular Lot! Patio,Fence In Backyard",RE/MAX REALTRON BIJAN BARATI REAL ESTATE,2.0,1,5900.0,Willowdale
C4589094,M5M2K7,2100000.0,Single Family,"201 BROOKE AVE|Toronto, Ontario M5M2K7",-79.4177159103073,43.7334408652773,House,4.0,4,2.0,30 x 130 FT,ROYAL LEPAGE/J & D DIVISION,4.0,0,3900.0,Eglinton--Lawrence
C4589041,M2J3E4,1088000.0,Single Family,"47 KINGSLAKE RD|Toronto, Ontario M2J3E4",-79.3419016,43.7824904,House,3.0,4 + 1,2.0,"47.2 x 156.41 FT ; Rear:65.54' , 160.94'",RE/MAX REALTRON BILL THOM GROUP REALTY INC.,4.0,1,7382.5520000000015,Don Valley North / Don Valley-Nord
C4588963,M2J3P2,1150000.0,Single Family,"22 FLINTWOOD CRT|Toronto, Ontario M2J3P2",-79.33786440000002,43.7824515,House,4.0,4 + 1,2.0,51.81 x 109.07 FT ; Irregular,ROYAL LEPAGE SIGNATURE BRENDA GRANT REALTY,4.0,1,5650.9167,Don Valley North / Don Valley-Nord
C4588959,M3H4A6,1150000.0,Single Family,"73 SEARLE AVE|Toronto, Ontario M3H4A6",-79.4438198,43.759412899999994,House,2.0,3 + 1,1.0,52.21 x 115 FT,ROYAL LEPAGE ESTATE REALTY,3.0,1,6004.1500000000015,York Centre / York-Centre
C4588913,M2L1L5,2988000.0,Single Family,"30 HEDGEWOOD RD|Toronto, Ontario M2L1L5",-79.3991477,43.7445152,House,4.0,3 + 2,2.0,56.5 x 145 FT,JDL REALTY INC.,3.0,2,8192.5,Don Valley West / Don Valley-Ouest
C4588894,M2R1K2,1295000.0,Single Family,"137 YORKVIEW DR|Toronto, Ontario M2R1K2",-79.4364016,43.771512,House,2.0,4,2.0,50 x 150 FT,RE/MAX REALTRON REALTY INC.,4.0,0,7500.0,Willowdale
N4588563,L3T3E8,1250000.0,Single Family,"22 COLONSAY RD|Markham, Ontario L3T3E8",-79.42157440000003,43.8249229,House,3.0,3 + 1,1.0,54.99 x 109.1 FT,RE/MAX WEST REALTY INC.,3.0,1,5999.409000000001,Thornhill
E4588825,M1J2C4,840000.0,Single Family,"57 PERIVALE CRES|Toronto, Ontario M1J2C4",-79.2425819,43.7521495,House,2.0,3,1.0,95.14 x 157.52 FT ; 95.14Ft X 165.36Ft X 150.23Ft X 24.98Ft,RE/MAX CROSSROADS REALTY INC.,3.0,0,14986.4528,Scarborough Centre / Scarborough-Centre
E4588676,M1E4C8,799000.0,Single Family,"94 PURPLEDUSK TR|Toronto, Ontario M1E4C8",-79.2083023,43.7849766,House,3.0,4 + 1,,50 x 125 FT,CENTURY 21 INNOVATIVE REALTY INC.,4.0,1,6250.0,Scarborough--Guildwood
E4588567,M1C1C9,2250000.0,Single Family,"78 BOBMAR RD|Toronto, Ontario M1C1C9",-79.17943259999998,43.7869545,House,5.0,5,2.0,49.21 x 211.84 FT,ROYAL LEPAGE CONNECT REALTY,5.0,0,10424.6464,Scarborough--Rouge Park
E4588482,M1P1B3,759000.0,Single Family,"15 BAUTY PL|Toronto, Ontario M1P1B3",-79.2750875,43.747498799999995,House,2.0,2,1.0,34 x 106.8 FT ; 81' At Rear,SUTTON GROUP-HERITAGE REALTY INC.,2.0,0,3631.2,Scarborough Centre / Scarborough-Centre
E4588415,M1J2N8,719000.0,Single Family,"42 ASCOLDA BLVD|Toronto, Ontario M1J2N8",-79.2357975,43.744403399999996,House,2.0,3,1.0,50 x 106 FT,RIGHT AT HOME REALTY INC.,3.0,0,5300.0,Scarborough Centre / Scarborough-Centre
E4588410,M1C1S2,1399900.0,Single Family,"153 MEADOWVALE RD|Toronto, Ontario M1C1S2",-79.15975209999998,43.7840367,House,5.0,4,2.0,50 x 210 FT,RE/MAX ROUGE RIVER REALTY LTD.,4.0,0,10500.0,Scarborough--Rouge Park
E4588352,M1C1G1,979900.0,Single Family,"358 MORRISH RD|Toronto, Ontario M1C1G1",-79.17290809999999,43.7879204,House,3.0,3 + 1,1.0,50 x 150 FT,ROYAL LEPAGE CONNECT REALTY,3.0,1,7500.0,Scarborough--Rouge Park
E4588383,M1E3X3,754000.0,Single Family,"60 MORNING DEW RD|Toronto, Ontario M1E3X3",-79.1685085,43.7709477,House,3.0,3 + 3,1.0,45 x 111 FT,RE/MAX REALTRON REALTY INC.,3.0,3,4995.0,Scarborough--Rouge Park
E4588319,M1C1S2,850000.0,Single Family,"131 MEADOWVALE RD|Toronto, Ontario M1C1S2",-79.15937480000002,43.7826856,House,3.0,4,2.0,50 x 210 FT,ROYAL LEPAGE CONNECT REALTY,4.0,0,10500.0,Scarborough--Rouge Park
C4588856,M2N2E3,3298000.0,Single Family,"75 LORRAINE DR|Toronto, Ontario M2N2E3",-79.4223219,43.7764961,House,5.0,4 + 1,2.0,59 x 129 FT ; Prof.Landscaped - Close To Finch Subway!,RE/MAX REALTRON REALTY INC.,4.0,1,7611.0,Willowdale
C4588744,M3H2A3,1549900.0,Single Family,"6 REDMOUNT RD|Toronto, Ontario M3H2A3",-79.44563149999998,43.741219799999996,House,3.0,3,2.0,50.17 x 170 FT ; Widens At Rear,RE/MAX REALTRON REALTY INC.,3.0,0,8528.9,York Centre / York-Centre
C4588722,M3H3A4,1099000.0,Single Family,"34 WIGAN CRES|Toronto, Ontario M3H3A4",-79.44487480000002,43.737234,House,2.0,3,1.0,"50 x 127.58 FT ; Irregular 128.73 - South, 50.1 - West",ROYAL LEPAGE SIGNATURE REALTY,3.0,0,6379.0,York Centre / York-Centre
C4588705,M2H1H5,1188000.0,Single Family,"97 BRAHMS AVE|Toronto, Ontario M2H1H5",-79.3603303,43.798632399999995,House,2.0,3 + 2,1.0,50 x 120 FT,RIGHT AT HOME REALTY INC.,3.0,2,6000.0,Don Valley North / Don Valley-Nord
C4588695,M2R2H4,2290000.0,Single Family,"43 DROMORE CRES|Toronto, Ontario M2R2H4",-79.4423911,43.7762769,House,6.0,4 + 3,2.0,56 x 115.77 FT ; Lot Widens To 70',SOLTANIAN REAL ESTATE INC.,4.0,3,6483.12,Willowdale
C4588579,M2K1V6,3880000.0,Single Family,"14 WYCLIFFE CRES|Toronto, Ontario M2K1V6",-79.3881936,43.775555499999996,House,7.0,4 + 1,2.0,"55 x 120 FT ; South Facing, Private & Serene Backyard",ROYAL LEPAGE TERREQUITY REALTY,4.0,1,6600.0,Don Valley North / Don Valley-Nord
C4588531,M5M2C8,1599000.0,Single Family,"7 OLD ORCHARD GRVE|Toronto, Ontario M5M2C8",-79.40642290000002,43.734176899999994,House,2.0,3,2.0,25 x 118.58 FT,ELITE CAPITAL REALTY INC.,3.0,0,2964.5,Eglinton--Lawrence
C4588483,M2N4N1,2998800.0,Single Family,"250 HOLMES AVE|Toronto, Ontario M2N4N1",-79.3966424,43.7819115,House,7.0,5 + 2,2.0,"50 x 160 FT ; Landscapd Extra Deep Lot!Fenc,Deck,Patio",RE/MAX REALTRON BIJAN BARATI REAL ESTATE,5.0,2,8000.0,Willowdale
C4588436,M4N2C4,4250000.0,Single Family,"41 TEDDINGTON PARK AVE|Toronto, Ontario M4N2C4",-79.40225699999998,43.7331744,House,5.0,5,2.5,50 x 182 FT,ADVOCATE REALTY LTD.,5.0,0,9100.0,Don Valley West / Don Valley-Ouest
C4588391,M2L2L6,4998000.0,Single Family,"80 TRUMAN RD|Toronto, Ontario M2L2L6",-79.3808758,43.7617158,House,7.0,5 + 2,2.0,86 x 300 FT,SLAVENS AND ASSOCIATES KAUFMAN TEAM INC.,5.0,2,25800.0,Don Valley West / Don Valley-Ouest
E4588306,M1E2K9,899800.0,Single Family,"32 DANZIG ST|Toronto, Ontario M1E2K9",-79.1877197,43.764420799999996,House,2.0,3 + 3,,57.87 x 100.22 FT,RE/MAX JAZZ INC.,3.0,3,5799.7314,Scarborough--Guildwood
N4588242,L4J5W2,788000.0,Single Family,"183 GAILCREST CIRC|Vaughan, Ontario L4J5W2",-79.4453473,43.803201,House,3.0,3 + 1,2.0,25.98 x 98.46 FT,NU STREAM REALTY (TORONTO) INC.,3.0,1,2557.9908,Thornhill
N4588261,L4J1C7,4990000.0,Single Family,"45 THORNRIDGE DR|Vaughan, Ontario L4J1C7",-79.42788370000002,43.8122646,House,8.0,5,2.0,100 x 300 FT,REAL ONE REALTY INC.,5.0,0,30000.0,Thornhill
N4588174,L4J1C8,4799000.0,Single Family,"56 THORNRIDGE DR N|Vaughan, Ontario L4J1C8",-79.4292627,43.812884600000004,House,7.0,5 + 2,2.0,100 x 287.5 FT|1/2 - 1.99 acres,YYZ REALTY LIMITED,5.0,2,28750.0,Thornhill
E4588157,M1C3S9,899000.0,Single Family,"41 GLENTHORNE DR|Toronto, Ontario M1C3S9",-79.1768316,43.7843409,House,4.0,4,2.0,"42.19 x 106.59 FT ; W- 71.69Ft, S- 121.39 Ft",EVERLAND REALTY INC.,4.0,0,4497.0321,Scarborough--Rouge Park
C4588263,M4N2B4,2598000.0,Single Family,"283 SNOWDON AVE|Toronto, Ontario M4N2B4",-79.39321559999998,43.7331065,House,4.0,3,2.0,25.49 x 120 FT,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,3.0,0,3058.8,Don Valley West / Don Valley-Ouest
C4588248,M2H1K2,899000.0,Single Family,"45 GREYHOUND DR|Toronto, Ontario M2H1K2",-79.37013,43.792509499999994,House,3.0,3 + 1,,37.33 x 98.05 FT ; Quiet Crescent,RIGHT AT HOME REALTY INC.,3.0,1,3660.2065,Don Valley North / Don Valley-Nord
C4588160,M3B1P2,2098000.0,Single Family,"6 DENLOW BLVD|Toronto, Ontario M3B1P2",-79.35925,43.746106299999994,House,4.0,5,2.0,"55 x 110 FT ; *Twp Of York/North York, City Of Toronto",SOTHEBY'S INTERNATIONAL REALTY CANADA,5.0,0,6050.0,Don Valley West / Don Valley-Ouest
C4588087,M2M2J4,1748000.0,Single Family,"453 RUTH AVE|Toronto, Ontario M2M2J4",-79.39655090000002,43.7934105,House,3.0,3 + 2,1.0,77 x 184.14 FT ; South & Sunny Exposure Lot!,RE/MAX HALLMARK REALTY LTD.,3.0,2,14178.78,Willowdale
C4588021,M5M1M8,1350000.0,Single Family,"273 CRANBROOKE AVE|Toronto, Ontario M5M1M8",-79.41274109999998,43.726999299999996,House,3.0,3,2.0,25 x 110 FT,ROYAL LEPAGE/J & D DIVISION,3.0,0,2750.0,Eglinton--Lawrence
N4588200,L4J6W5,999000.0,Single Family,"69 CHARLTON AVE|Vaughan, Ontario L4J6W5",-79.46544449999998,43.7962624,House,4.0,3,2.0,29.75 x 103.07 FT,IPRO REALTY LTD.,3.0,0,3066.3325,Thornhill
N4587629,L4J8J5,2298000.0,Single Family,"178 TOWNSGATE DR|Vaughan, Ontario L4J8J5",-79.4390743,43.7960237,House,5.0,4,2.0,36.32 x 114.83 FT,RE/MAX PREMIER INC.,4.0,0,4170.6256,Thornhill
E4587856,M1K2X5,749000.0,Single Family,"115 ROSEMOUNT DR|Toronto, Ontario M1K2X5",-79.27755359999998,43.739222999999996,House,2.0,3,1.0,42.67 x 117.5 FT,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,3.0,0,5013.725,Scarborough Centre / Scarborough-Centre
E4587826,M1M3C1,859900.0,Single Family,"76 BETHUNE BLVD|Toronto, Ontario M1M3C1",-79.21092409999999,43.7428382,House,2.0,3 + 1,1.0,"98.5 x 197 FT ; Rear 0',Reverse Pie-Shaped Lot",REAL ESTATE HOMEWARD,3.0,1,19404.5,Scarborough--Guildwood
E4587840,M1C5G7,799000.0,Single Family,"7 PROVINCETOWN RD|Toronto, Ontario M1C5G7",-79.13561870000002,43.7788408,House,4.0,3,2.0,26.9 x 101.71 FT,ROYAL HERITAGE REALTY LTD.,3.0,0,2735.9990000000003,Scarborough--Rouge Park
E4587754,M1J1Y4,799000.0,Single Family,"12 BILTMORE CRT|Toronto, Ontario M1J1Y4",-79.2475598,43.7544711,House,2.0,3 + 2,1.0,40 x 92 FT ; 89.76 Ft X 90.35 Ft X 94.14 Feet,ROYAL LEPAGE SIGNATURE REALTY,3.0,2,3680.0,Scarborough Centre / Scarborough-Centre
E4587709,M1M2S8,699900.0,Single Family,"53 DORSET RD|Toronto, Ontario M1M2S8",-79.2310723,43.72059779999999,House,2.0,3 + 1,1.5,40 x 133 FT,RE/MAX ALL-STARS REALTY INC.,3.0,1,5320.0,Scarborough Southwest / Scarborough-Sud-Ouest
E4587633,M1K4Y5,799000.0,Single Family,"19 PANMURE CRES|Toronto, Ontario M1K4Y5",-79.2532683,43.7461606,House,2.0,3,2.0,54.5 x 89 FT,ROYAL LEPAGE INFINITY REALTY,3.0,0,4850.5,Scarborough Centre / Scarborough-Centre
C4587990,M5M2X3,2098000.0,Single Family,"202 CARMICHAEL AVE|Toronto, Ontario M5M2X3",-79.4298841,43.7357266,House,4.0,4 + 1,2.0,47.5 x 115 FT,HARVEY KALLES REAL ESTATE LTD.,4.0,1,5462.5,Eglinton--Lawrence
C4587807,M2K1T8,1880000.0,Single Family,"2 BAYBERRY CRES|Toronto, Ontario M2K1T8",-79.38494140000002,43.7741491,House,3.0,3 + 1,1.0,50 x 136 FT ; N50'/W143--E129'/S64'--Pie Shaped,RE/MAX REALTRON REALTY INC.,3.0,1,6800.0,Don Valley North / Don Valley-Nord
C4587794,M5M1W2,1598000.0,Single Family,"125 ST. GERMAIN AVE|Toronto, Ontario M5M1W2",-79.4078199,43.730863899999996,House,2.0,3 + 1,2.0,28 x 100 FT,CHESTNUT PARK REAL ESTATE LIMITED,3.0,1,2800.0,Eglinton--Lawrence
C4587756,M3H5Z6,1895000.0,Single Family,"9 JOEL SWIRSKY BLVD|Toronto, Ontario M3H5Z6",-79.4526989,43.7463633,House,4.0,4 + 1,2.0,52.17 x 113.37 FT,RE/MAX REALTRON BARRY COHEN HOMES INC.,4.0,1,5914.5129000000015,York Centre / York-Centre
C4587704,M3A3E6,1580000.0,Single Family,"53 LARABEE CRES|Toronto, Ontario M3A3E6",-79.33717270000002,43.7548083,House,3.0,3,,48 x 110 FT ; Large Pie Shape Back On Park N103 W116',RE/MAX CENTRAL REALTY,3.0,0,5280.0,Don Valley East / Don Valley-Est
C4587605,M3H2C1,1499000.0,Single Family,"82 PALM DR|Toronto, Ontario M3H2C1",-79.4431165,43.743843299999995,House,3.0,3 + 2,1.0,50 x 125 FT,RE/MAX REALTRON REALTY INC.,3.0,2,6250.0,York Centre / York-Centre
C4587624,M2K1S5,2738000.0,Single Family,"31 CITATION DR|Toronto, Ontario M2K1S5",-79.3864316,43.7740287,House,3.0,4,1.0,60 x 200 FT,ROYAL LEPAGE TERREQUITY REALTY,4.0,0,12000.0,Don Valley North / Don Valley-Nord
C4587603,M2P1Y2,4498000.0,Single Family,"196 FENN AVE|Toronto, Ontario M2P1Y2",-79.3971086,43.7519744,House,7.0,4 + 1,2.0,54.72 x 121.91 FT,HARVEY KALLES REAL ESTATE LTD.,4.0,1,6670.9152,Don Valley West / Don Valley-Ouest
W4587435,M6A2P7,1299000.0,Single Family,"35 HIGHLAND HILL|Toronto, Ontario M6A2P7",-79.4500176,43.7197947,House,4.0,4 + 2,2.0,50 x 150 FT,SMART CHOICE REALTY SOLUTIONS INC.,4.0,2,7500.0,Eglinton--Lawrence
N4587322,L3T1H7,1168000.0,Single Family,"141 GRANDVIEW AVE|Markham, Ontario L3T1H7",-79.4080311,43.80340820000001,House,2.0,4,,111.43 FT ; Irregular(145.94 Ft X 24.10 Ft X 71.86 ),HOMELIFE LANDMARK REALTY INC.,4.0,0,,Thornhill
N4587084,L4J7V8,1595000.0,Single Family,"1 PALMERSTON DR|Vaughan, Ontario L4J7V8",-79.4605943,43.817035,House,4.0,5,2.0,41.26 x 106.6 FT ; Irreg As Per Survey E59.04' S88.81',FOREST HILL REAL ESTATE INC.,5.0,0,4398.316,Thornhill
E4587432,M1M2A2,769000.0,Single Family,"113 CREE AVE|Toronto, Ontario M1M2A2",-79.2264603,43.7329846,House,2.0,3 + 2,1.5,56.56 x 216 FT,RE/MAX HALLMARK REALTY LTD.,3.0,2,12216.96,Scarborough Southwest / Scarborough-Sud-Ouest
E4587339,M1H1W2,779900.0,Single Family,"7 INDIAN MOUND CRES|Toronto, Ontario M1H1W2",-79.234674,43.758814,House,2.0,3 + 1,,41 x 124 FT,HOMELIFE WOODBINE REALTY INC.,3.0,1,5084.0,Scarborough--Guildwood
E4587195,M1C2X3,898800.0,Single Family,"151 RIDGEWOOD RD|Toronto, Ontario M1C2X3",-79.1282137,43.7872119,House,3.0,3 + 1,1.0,100 x 135 FT ; Lake Views!,RE/MAX ROUGE RIVER REALTY LTD.,3.0,1,13500.0,Scarborough--Rouge Park
E4587196,M1M1H3,3200000.0,Single Family,|,-79.2231785,43.7309051,House,7.0,5 + 3,2.0,100 x 150 FT,RE/MAX ACE REALTY INC.,5.0,3,15000.0,Scarborough Southwest / Scarborough-Sud-Ouest
E4587124,M1B2J8,749000.0,Single Family,"126 LIONHEAD TR|Toronto, Ontario M1B2J8",-79.1651368,43.8073698,House,3.0,4,2.0,60 x 101.65 FT,RE/MAX ROUGE RIVER REALTY LTD.,4.0,0,6099.0,Scarborough--Rouge Park
E4587072,M1R1E9,799000.0,Single Family,"30 SHANDARA CRES|Toronto, Ontario M1R1E9",-79.304192,43.7382614,House,2.0,3 + 1,1.0,47.71 x 137 FT ; Slightly Irreg,ROYAL LEPAGE/J & D DIVISION,3.0,1,6536.27,Scarborough Centre / Scarborough-Centre
E4587022,L1W2G9,3100000.0,Single Family,"429 TOYNEVALE DR|Pickering, Ontario L1W2G9",-79.12523940000001,43.8066315,House,9.0,5 + 2,2.0,78 x 200 FT,RE/MAX HALLMARK FIRST GROUP REALTY LTD.,5.0,2,15600.0,Pickering--Uxbridge
E4586161,M1W4A1,1488000.0,Single Family,"15 TIMBERCREEK CRT|Toronto, Ontario M1W4A1",-79.31704620000002,43.7893269,House,3.0,4 + 1,2.0,36.09 x 108.41 FT,RE/MAX REALTRON REALTY INC.,4.0,1,3912.5169,Scarborough--Agincourt
C4587516,M4N1G4,3400000.0,Single Family,"64 GLENGOWAN RD|Toronto, Ontario M4N1G4",-79.39236,43.7211675,House,2.0,4,2.0,50 x 136 FT,RE/MAX HALLMARK REALTY LTD.,4.0,0,6800.0,Don Valley West / Don Valley-Ouest
C4587423,M5M2Z2,1879000.0,Single Family,"11 BURNCREST DR|Toronto, Ontario M5M2Z2",-79.4242455,43.7384427,House,4.0,3,2.0,40 x 115 FT,ROYAL LEPAGE PARTNERS REALTY,3.0,0,4600.0,Eglinton--Lawrence
C4587418,M5M3C6,3498000.0,Single Family,"19 MASON BLVD|Toronto, Ontario M5M3C6",-79.40654740000002,43.7370229,House,4.0,4 + 1,2.0,63.39 x 282.18 FT,SOTHEBY'S INTERNATIONAL REALTY CANADA,4.0,1,17887.3902,Eglinton--Lawrence
C4587354,M2P1Z7,3198800.0,Single Family,"30 BREEN CRES|Toronto, Ontario M2P1Z7",-79.39137459999998,43.750226700000006,House,5.0,5 + 1,2.0,60 x 130.17 FT,RE/MAX HALLMARK REALTY LTD.,5.0,1,7810.199999999999,Don Valley West / Don Valley-Ouest
C4587316,M3A3E7,1688888.0,Single Family,"34 LARABEE CRES|Toronto, Ontario M3A3E7",-79.336015,43.754061799999995,House,2.0,3 + 1,1.0,60 x 110 FT,FOREST HILL REAL ESTATE INC.,3.0,1,6600.0,Don Valley East / Don Valley-Est
C4587271,M3H4B7,1249000.0,Single Family,"216 SEARLE AVE|Toronto, Ontario M3H4B7",-79.4562535,43.757145200000004,House,2.0,3,,52.2 x 115 FT,RE/MAX REALTRON REALTY INC.,3.0,0,6003.0,York Centre / York-Centre
C4587247,M5M1N6,2649000.0,Single Family,"507 CRANBROOKE AVE|Toronto, Ontario M5M1N6",-79.4233933,43.724809,House,5.0,3,2.0,25 x 109 FT,HARVEY KALLES REAL ESTATE LTD.,3.0,0,2725.0,Eglinton--Lawrence
C4587191,M2N1A9,2189000.0,Single Family,"3A STUART AVE|Toronto, Ontario M2N1A9",-79.4134097,43.754391999999996,House,5.0,4 + 1,2.0,33 x 120 FT ; Sunny South Premium Lot-Quiet Street,RE/MAX PREMIER INC.,4.0,1,3960.0,Willowdale
C4587177,M2M1S7,2588800.0,Single Family,"48 ALTAMONT RD|Toronto, Ontario M2M1S7",-79.4275539,43.7804232,House,5.0,4,2.0,53 x 150 FT,RE/MAX REALTRON REALTY INC.,4.0,0,7950.0,Willowdale
C4587114,M2R2N6,1499000.0,Single Family,"303 HOMEWOOD AVE|Toronto, Ontario M2R2N6",-79.4376133,43.786722499999996,House,3.0,4,,60 x 132 FT,ROYAL LEPAGE URBAN REALTY,4.0,0,7920.0,Willowdale
C4587045,M2R1A1,1288000.0,Single Family,"211 PARK HOME AVE|Toronto, Ontario M2R1A1",-79.4285212,43.7655344,House,3.0,3 + 1,1.0,50 x 133 FT,RE/MAX REALTRON REALTY INC.,3.0,1,6650.0,Willowdale
N4586903,L4J1B8,2689000.0,Single Family,"167 ARNOLD AVE|Vaughan, Ontario L4J1B8",-79.43876329999998,43.808218200000006,House,5.0,3 + 2,2.0,100 x 179 FT,FOREST HILL REAL ESTATE INC.,3.0,2,17900.0,Thornhill
N4586741,L3T4X4,799000.0,Single Family,"116 TAMARACK DR|Markham, Ontario L3T4X4",-79.4011677,43.8262066,House,3.0,3,2.0,"20 x 105.7 FT ; Front 20.02Ft, Rear 19.72Ft",ROYAL LEPAGE NEW CONCEPT,3.0,0,2114.0,Markham--Thornhill
E4586958,M1R4A7,699800.0,Single Family,"38 COMPTON DR|Toronto, Ontario M1R4A7",-79.29410990000002,43.7520713,House,2.0,3 + 2,1.0,40 x 125 FT,HOMELIFE/MIRACLE REALTY LTD,3.0,2,5000.0,Scarborough Centre / Scarborough-Centre
